,FIPS,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline
Date,,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
1304,28033,10.0,2.881104536872729,10.0,4.0,1.0,-1.0,4.0,12.0,-2.306917487029533,-6.0,-13.0,-18.0,-21.0,-23.0,-14.0,-24.360456474115207,-26.0,-37.0,-36.0,-40.0,-37.0,-20.0,-17.0,-39.0,-44.0,-42.0,-44.0,-38.0,-29.0,-29.0,-38.0,-43.0,-44.0,-48.0,-54.0,-0.6305875897758486,-29.0,-2.0,-1.0,1.0,5.0,3.0,-1.0,1.0,1.0,7.0,-20.0,-54.0,-11.0,-7.0,-7.0,3.0,15.0,7.0,5.0,2.0,5.0
1305,28035,1.0,4.0,4.0,4.0,1.0,3.0,1.0,0.0,-2.0,0.0,-10.0,-21.0,-22.0,-24.0,-27.0,-22.0,-26.0,-33.0,-40.0,-41.0,-39.0,-43.0,-36.0,-37.0,-42.0,-45.0,-45.0,-46.0,-46.0,-39.0,-39.0,-44.0,-47.0,-47.0,-46.0,-60.0,-38.0,1.0,2.0,-2.0,1.0,1.0,-16.0471290791054,-23.79939849546305,-2.0,-1.0,0.0,0.0,-16.0,-27.164340605884252,-31.69858701281589,-41.0,-11.0,-2.0,1.0,8.0,-35.24046886784497
1306,28039,-39.01643454589431,3.0,5.0,3.0,-1.0,3.0,-29.920739751541255,-26.550585413329586,3.0,1.0,1.0,4.0,4.0,-20.44646555209424,-8.345234238709644,2.0,2.0,2.0,3.0,0.0,-24.60293541134516,-12.961842419313756,-7.0,-13.0,-14.0,-18.0,-22.0,-3.3107989339438184,1.8394989441152398,-15.0,-23.0,-25.0,-33.0,-33.0,-7.20309819954547,-6.215572252154776,-33.0,-35.0,-24.0,-28.0,-32.0,-8.010462037101423,-35.0,-34.0,-36.0,-35.0,-26.0,-24.0,-32.0,-34.0,-35.0,-37.0,-55.0,-26.0,-4.0,-9.0,-2.0
1307,28041,4.0,-1.0,0.0,1.0,-1.0,6.0,-15.0,-43.0,-7.0,-1.0,-3.0,8.0,-2.0,3.0,4.0,-2.0,3.0,0.0,9.0,3.0,2.0,4.0,1.0,2.0,-1.0,-1.0,-2.0,-7.0,-11.0,-17.0,-18.0,-22.0,-18.0,-21.0,-23.0,-33.0,-35.0,-34.0,-39.0,-32.0,-29.0,-34.0,-34.0,-39.0,-38.0,-40.0,-32.0,-31.0,-36.0,-36.0,-40.0,-38.0,-60.0,-36.0,3.0,-2.0,
1308,28043,-2.0,2.0,2.0,-6.0,-2.0,3.0,4.0,-14.0,-42.0,-6.0,-7.0,-9.0,7.0,2.0,2.0,4.0,4.0,6.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,-2.0,-1.0,-3.0,-10.0,-16.0,-18.0,-22.0,-23.0,-27.0,-25.0,-29.0,-30.0,-33.0,-35.0,-29.0,-33.0,-33.0,-33.0,-33.0,-33.0,-36.0,-32.0,-31.0,-35.0,-35.0,-36.0,-35.0,-61.0,-41.0,4.0,0.0
1309,28045,-3.0,1.0,2.0,0.0,-2.0,1.0,0.0,-25.0,-59.0,-15.0,-11.0,-10.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,-6.0,0.0,-4.0,-16.0,-25.0,-29.0,-31.0,-33.0,-22.0,-26.0,-39.0,-47.0,-47.0,-48.0,-48.0,-34.0,-35.0,-47.0,-7.4609995712609525,,-50.0,-49.0,-50.0,-49.0,-23.77294848520612,-7.561756674474971,,-35.0,-35.0,-48.0,-51.0,-50.0
1310,28047,-21.166195062719137,,-50.0,-58.0,-35.0,-1.0,-4.0,-28.228307571881963,,0.0,3.0,1.0,-2.0,2.0,-25.226729441889933,,-3.0,-2.0,-18.0,-38.0,-10.0,-20.129195736638035,,-2.0,1.0,1.0,5.0,4.0,-9.959296750843821,,5.0,1.0,3.0,3.0,1.0,0.1001110708653744,,3.0,5.0,4.0,2.0,1.0,,1.0,-2.0,-7.0,-7.0,-16.0,-21.0,-24.0,-25.0,-21.0,-25.0,-31.0,-38.0,-40.0,-40.0
1311,28049,-39.0,-29.0,-32.0,-39.0,-41.0,-41.0,-42.0,-42.0,-34.0,-33.0,-40.0,-41.0,-42.0,-43.0,-52.0,-31.0,4.0,0.0,-1.0,2.0,3.0,-3.0,1.0,-1.0,4.0,-19.0,-56.0,-14.0,-12.0,-10.0,-2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,-23.079180672319033,-26.002961105348795,-28.760661566505824,-30.849651098794176,-28.895313141475043,-35.887212282303736,0.0,-11.64588778324251,-7.817856221382534,-26.66111446180339,-25.4557653056231,-18.05205490105419,-3.0808886731170326,-2.0
1312,28051,-2.7845819120831234,3.492944257196008,-2.4054184053669116,-3.7344950835942083,-4.591620489284298,-8.448868055143764,-3.0471257231401236,-10.639250604530442,-19.926845705546164,-13.972247676459764,-12.953589244874362,-12.185453371472619,-7.059146976013464,-4.0,-3.1152444309390472,,-5.228903021249468,-9.210244589664063,-8.495993778283886,-9.584983310572236,-8.129478076716406,,-8.007596467065296,-5.274565063930339,-5.541533660795382,-15.95383356521311,-20.829739562657977,-24.152805614448603,-28.26437397202438,,-25.316673193417316,-13.408393805664339,-19.418814922960415,-29.861672351667515,-29.973867261518684,-28.081515225392433,-24.4107140637891,-25.636567563950695,-25.072553684400333,-27.337630311973367,-34.744093367655076,-35.05672400720099,-34.83308289994342,-32.72555709623904,-32.56623646324775,-28.72878648166565,-13.0,-17.0,-20.0,-23.0,-25.0,-21.0,-23.0,-30.0,-36.0,-35.0,
1313,28053,,,-37.0,-37.0,-30.0,-32.0,-36.0,,,-37.0,-39.0,-40.0,-40.0,-33.0,,,-33.0,-38.0,-40.0,-40.0,-42.0,,,-63.0,-37.0,-1.1030014382863687,2.0,6.0,,,-12.0,0.0,3.0,3.0,-4.237123450627165,,,3.0,-8.0,-2.0,-1.0,-3.0,,,3.0,-10.368367954396483,2.0,2.0,3.0,,,2.0,3.0,1.0,-16.992020158535368,3.0,
1314,28057,5.0,4.0,0.0,-2.0,0.0,-22.72570621099843,2.0,-20.77706037392423,-25.16981530245421,4.0,2.0,2.0,2.0,-27.182061762077925,-19.41871798475385,-15.928756473469585,-30.47741554871884,-8.0,-15.131161944827975,-18.335945842698376,-30.53323666086616,-24.62913220666259,-15.620049960350014,-19.17177660689989,-12.0,-14.124824253440156,-13.0,-10.464943675520981,-12.946770889326563,-1.8843233784954394,-20.456531829399943,-13.0,-15.586498413392029,-11.0,-19.861098845008087,-16.743613222342823,-6.351378279210705,-15.0,-15.0,-24.0,-23.0,-31.0,-10.193757237967896,-23.85418157393799,-34.0,-31.0,-35.0,-22.0,-31.0,-14.121590701703518,-20.519922582685275,-35.0,-30.0,-29.0,-31.0,-32.0,-18.20830146683873
1315,28059,-14.648495555994197,-29.0,-31.0,-34.0,-32.0,-29.0,-33.62545002954203,-33.0,-44.0,-24.0,1.0,-2.0,1.0,2.0,2.0,-3.0,2.0,-2.0,2.0,-15.0,-47.0,-7.0,-5.0,-4.0,3.0,2.0,6.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,-4.0,-6.0,-14.0,-16.0,-18.0,-19.0,-15.0,-17.0,-24.0,-35.0,-33.0,-34.0,-37.0,-25.0,-29.0,-33.0,-35.0,-34.0
1316,28061,-36.0,-37.0,-27.0,-27.0,-33.0,-38.0,-36.0,-37.0,-61.0,-27.0,-7.0,-1.0,-37.0,1.0,1.0,0.0,5.0,-1.0,2.0,-2.0,-12.0,1.0,-1.0,-1.0,1.0,-5.0,12.0,3.0,0.0,1.0,4.0,-2.0,-1.0,12.0,0.0,1.0,1.0,1.0,3.0,-4.0,-10.0,-11.0,-12.0,-14.0,-17.0,-20.0,-23.0,-10.0,-28.0,-35.0,-37.0,-43.0,-28.0,-34.0,-35.0,-42.0,
1317,28063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.0,-42.0,,
1318,28065,-44.0,-36.0,-38.0,-36.0,-43.0,-43.0,6.828023791682922,4.603173629863423,-41.0,-54.0,-26.0,4.0,1.0,6.793652740273152,-1.5714373312291865,,2.0,5.0,5.0,-1.0,0.0,-7.127006513141254,,-14.714311993687557,0.0,5.0,-11.0,-30.0,-8.0,,-23.968263701365764,-28.14287466245837,2.0,1.0,0.0,4.0,,5.0,-25.38095822081946,-36.76191644163891,5.0,3.0,0.0,,2.0,2.0,-16.47616711672217,-18.90472978549298,3.0,6.0,,2.0,6.0,0.0,-13.364875125861628,1.1904791104097288,
1319,28067,-2.0,4.0,8.0,-3.0,-15.0,-2.0158681493171184,1.587305480546305,-16.0,-20.0,-22.0,-12.0,-16.0,0.0,-16.887045178357063,-0.2332433747363047,-25.0,-32.0,-32.0,-33.0,-33.0,-10.784062804410794,-9.755864473467565,-21.0,-20.0,-30.0,-36.0,-36.0,-17.013356108837527,-16.518457748806068,-37.0,-36.0,-27.71266453409013,-19.0,-15.0,-17.627874066154174,-20.29389264693096,-33.0,-37.0,-35.0,-37.0,-46.0,-20.588828169379827,-14.578792557902933,-22.0,-3.0,-1.0,-10.0,-5.0,-12.91055612784932,-10.033395173674894,4.0,0.0,-2.0,2.0,-5.0,-9.522323727069432,-10.594343460680358
1320,28069,,,8.0,2.0,4.0,3.0,,,,-2.0,,-11.97475116204385,-11.20244312550306,,,,3.0,,4.0,6.0,2.0,,,-2.0,-17.7777456553449,1.0,-1.0,0.0,,,3.0,-6.0,-7.0,-6.0,-7.0,,,-10.0,1.0,-5.0,-7.0,-13.0,,,-15.0,-15.0,-21.0,-18.0,-22.0,,,-26.0,-30.0,-33.0,-33.0,-34.0,
1321,28071,-23.0,-31.0,-31.0,-36.0,-33.0,-34.0,-36.0,-33.0,-35.0,-33.0,-37.0,-36.0,-35.0,-53.0,-35.0,-8.0,0.0,2.0,3.0,2.0,-1.0,-21.6756974019168,-18.20192297123352,2.0,-1.0,5.0,-13.0,-29.0,-25.942191937950515,-7.836269585061157,-2.0,0.0,-1.0,0.0,2.0,-10.840325092455751,-10.503903651691402,6.0,2.0,0.0,2.0,3.0,-18.88300057925912,-10.501032187312706,1.0,2.0,6.0,5.0,1.0,-4.008560801043465,-5.977842737823268,2.0,4.0,-7.0,-7.0,-6.0,-10.47788747406975
1322,28073,-13.03971548854164,-15.0,-21.0,-24.0,-28.0,-18.0,-13.530129373756283,-14.145902763613478,-25.0,-29.0,-38.0,-39.0,-39.0,-18.09654356928081,-17.570651863900824,-41.0,-25.0,-36.0,-38.0,-44.0,-4.256689074497139,-19.065607703726194,-43.8156985597097,-43.0,-26.9856612318894,-41.0,-42.0,-29.0,-34.0,1.864050240048384,-39.0,-4.407849279854848,-5.33987439987904,-43.0,-44.0,-11.781184461344278,2.398037680036288,-43.0,-59.0,-34.0,-0.9272627427389866,-13.18821409190725,-16.0,1.533987439987904,-10.120714469537873,-9.09339072476777,-14.61484720990373,-4.0,2.0,-2.0,-2.0,2.145474514522027,-19.371569215939445,-5.0,-4.0,5.0,0.0
1323,28075,0.0,4.39089411410848,-42.72908323245478,4.0,7.0,3.0,11.0,5.0,-0.2454195995864527,-49.577028502120434,-11.0,-5.0,-7.0,-9.0,-15.0,-0.6818431431525338,-34.072400798741384,-12.0,-12.0,-17.0,-16.0,-16.0,-12.290949029044054,-18.972792172196588,-23.0,-34.0,-29.0,-25.0,-22.0,-16.754580400413545,-19.754580400413545,-30.0,-30.0,-33.0,-26.0,-29.0,-20.60910588589152,-17.60910588589152,-30.0,-32.0,-33.0,-26.0,-47.0,-21.290949029044057,-1.9768659744506285,-0.8831158056273334,2.0,2.0,2.0,-6.0,-4.0,-1.6946251000205184,1.025978874677,-13.0,-42.0,-12.0,-2.0
1324,28077,-6.0,4.090906593501312,1.1168841943726666,2.0,-2.0,0.0,-2.0,0.0,2.0309952524846,2.0,2.0,-2.0,8.0,4.0,0.0,-2.427690269308527,-5.675326291559,-9.0,-22.0,-22.0,-29.0,-28.0,-15.976613492695586,-23.872316091031344,-34.0,-44.0,-40.0,-43.0,-45.0,-20.00968795974954,-30.41653966668618,-38.0,-44.0,-44.0,-47.0,-43.0,-23.503589418097885,-31.799591393592134,-47.0,-50.0,-44.0,-43.0,-60.0,-21.021953816994376,3.929001695204983,-0.946751271403737,-20.0,-1.0,-3.0,-4.0,-1.0,3.8935025428074743,-5.964500847602491,-9.0,-9.0,0.0,
1325,28079,-5.0,3.0,4.8757529666087205,-2.4733756357018684,1.0,3.0,-1.0,-1.0,0.7873798134631772,0.3055647909729474,-14.627845354743203,-28.13793936044732,-11.458968592201844,-4.64299542011325,-1.6665334864434482,-3.6902249772987745,1.9778523805971457,1.1800447925340918,-0.3580081868558967,-3.5315851313681397,-1.9899923099715564,-0.9429527900184923,-0.6871020499737097,-0.8130605646375065,-3.9864509340253678,-5.246696922754062,-0.23217937050995274,-4.145001753635762,-2.4404875310472525,-3.5361519899230327,-8.000906715619431,-16.584474948213447,-24.725221336909257,-25.293278704501933,-27.221507570353403,3.0,-21.78913170501684,6.508874788099377,-33.42126833297672,-36.04164712029142,-42.42850993818043,-41.63579216116161,-37.36244889241849,-20.484943185418143,-36.04069128852575,-28.949520687384442,-40.124149612440256,-42.11276027244996,-38.21807724442154,-22.061708200155714,-19.834288953246954,-36.64854452745053,-35.47364086727905,-36.11297634342083,-29.820476609665807,-35.04326562781864,-40.58428197167471
1326,28081,-18.3542133477712,-38.33913905335376,-38.592368757826286,-35.107212217277265,-43.690911861444384,-27.84204537422267,0.23506991830861876,-2.144710910009063,0.9581051890733758,-1.2401896026747714,0.7541996310955037,0.15936071263768356,-1.6446306088270284,-0.488442036103035,-15.913335299814749,3.1242470333912804,3.0,0.0,-1.0,-3.0,-9.359638736192588,-12.270230300304105,4.0,-0.5443739404968858,3.929001695204983,0.0,-11.0,-5.0,-12.721753175302,-12.0,-17.0,-16.508874788099376,-27.597622669093152,-16.0,-26.77640308054042,-28.0,-19.0,-27.0,-23.0,-19.56212351669564,-25.088747880993772,-23.0,-23.0,-22.0,-28.0,-24.0,-26.09014836187005,-33.50887478809938,-29.0,-27.0,-28.0,-31.0,-41.0,-26.10649745719253,-4.0,3.0,-29.0
1327,28083,-13.0,-12.0,-9.0,-11.0,0.0,7.0,1.0,3.0,1.0,-2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,-13.830556978845095,2.0,2.0,1.0,2.0,-3.0,-1.0,-2.540848522666634,-1.0,-14.0,-21.0,-26.0,-29.0,-33.0,-2.9918327780622738,-20.0,-21.0,-34.0,-40.0,-38.0,-39.0,-4.5527901877920245,-41.0,-29.0,-30.0,-41.0,-41.0,-41.0,-14.23549814612623,-45.0,-47.0,-33.0,-31.0,-44.0,-45.0,-10.920780292364213,-45.0
1328,28085,-46.0,-52.0,-31.0,-1.0,4.0,-15.153480572100671,-35.0,-13.0,-12.0,-10.0,-12.0,-1.0,-6.327354948787732,14.0,3.0,0.0,3.0,-9.0,-1.5233999274766192,-2.0,-2.0,6.0,3.0,0.0,-3.0,1.0,1.0,4.0,12.0,2.0,-4.0,2.0,1.0,-4.0,2.0,6.127299521646489,0.2902295360593082,8.0,-7.0,-14.0,-17.0,-21.0,5.403101000274253,-3.620231793366022,-8.338619794492319,-41.83600354126452,-12.168288997945721,-11.683237481351194,-12.180370428647535,-9.186164388377893,-14.088728970086791,-12.39903993548476,-9.404774040892079,0.7571676317591474,2.52068258881279,-8.439791893223163,-18.035442932340665
1329,28087,-21.237219928904427,-0.49774616718351866,-0.9827976837780464,-25.0,0.5378849050347432,2.987918569298187,-24.501601732976365,-31.78630013625984,3.035631072218262,3.0,-16.0,2.485051516594528,-11.0,-22.10833438933726,-15.815585147810921,3.7692490624609603,1.485051516594528,2.7514335263518293,1.982184463890869,1.2186695068372262,-12.122499988353526,-9.629130455412353,-26.0,-28.0,-1.0534466083273932,-8.834163881602988,-20.934709772963277,-10.990073052698033,-8.375659162735724,-27.963993519887048,-29.0,-29.0,-31.0,-16.0,-5.870632877447591,-26.904812806152336,-39.70334561553706,-18.0,-32.0,-32.0,-35.0,-36.0,-37.62757580546758,-49.65685955239134,-36.0,-26.0,-23.0,-34.0,-37.0,-43.397438087815715,-55.89969192063219,-37.0,-39.0,-54.0,-23.0,-2.0,-17.214087714876804
1330,28089,6.0,-35.0,-13.0,-12.0,-10.0,-10.0,1.0,6.0,3.0,2.0,2.0,0.0,1.0,1.0,8.0,2.0,1.0,2.0,3.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,-7.0,-1.0,-1.0,-22.0,-34.0,-39.0,-41.0,-43.0,-30.0,-29.0,-46.0,-23.01817359023611,-52.0,-50.0,-51.0,-52.0,-38.0,-37.0,-7.665908559239529,-53.0,-53.0,-53.0,-56.0,-55.0,-40.0,0.4969497296562922,-39.0,-54.0,-55.0,-56.0,-56.0
1331,28091,-57.0,-5.266621366761542,-40.0,-1.0,9.0,-29.0,-17.0,-1.9604983690286741,-4.5576713705519865,-15.0,-11.0,-13.0,2.0,12.0,5.0,3.0,1.0,-25.0,3.0,1.0,12.0,9.0,3.0,5.0,5.0,4.0,1.0,11.0,5.0,-12.063464447065913,1.0,1.0,6.0,1.0,-3.0,-22.935898273897113,11.0,-12.0,-22.0,-25.0,-28.0,-33.0,-28.0,-28.0,-30.0,-39.0,-38.0,-36.0,-41.0,-34.0,-32.0,-42.0,-39.0,-41.0,-44.0,-47.0,-37.0
1332,28093,-33.0,-42.0,-41.0,-42.0,-47.0,-59.0,-33.0,-4.0,4.0,-29.0,-14.0,-13.0,-11.0,-13.0,-6.0,8.0,1.0,1.0,0.0,-4.0,1.0,1.0,10.0,0.0,-1.0,-2.0,1.0,0.0,-1.0,11.0,2.0,2.0,1.0,4.0,1.2675961185794486,0.0,1.0,7.0,-12.0,-20.0,-25.0,-26.0,-31.0,-20.0,-16.0,-33.0,-39.0,-38.0,-35.0,-39.0,-27.0,-22.0,-41.0,-40.0,-40.0,-44.0,-44.0
1333,28095,-32.0,-29.0,-42.0,-44.0,-43.0,-42.0,-57.0,-27.0,-5.0,0.0,-37.0,-12.0,-10.0,-7.0,-9.0,-3.0,3.0,4.0,4.0,4.0,-2.0,4.0,1.0,5.0,3.0,3.0,4.0,6.0,4.0,4.0,11.0,3.0,3.0,2.0,4.0,-1.0,0.0,4.0,-11.0,-20.0,-25.0,-28.0,-32.0,-20.567735713692482,-23.0,-22.0,-33.0,-40.0,-37.0,-37.0,0.646772193686869,-39.0,-27.0,-28.0,-41.0,-41.0,-42.0
1334,28097,2.372580867368126,-45.0,-46.0,-31.0,-33.0,-44.0,-47.0,3.2548382652637486,-46.0,-47.0,-58.0,-30.0,-4.0,8.0,-29.0,-12.0,-10.0,-5.0,-6.0,2.0,18.0,2.0,2.0,3.0,3.0,5.0,0.0,9.0,3.0,2.0,1.0,8.0,2.0,1.0,,13.0,4.0,2.0,0.0,6.0,2.0,1.0,8.0,-7.0,-18.0,-24.0,-26.0,-28.0,-21.0,-21.0,-31.0,-39.0,-38.0,-37.0,-38.0,-33.0,-30.0
1335,28099,-39.0,-42.0,-40.0,-45.0,-44.0,-29.0,-29.0,-44.0,-46.0,-44.0,-44.0,-55.0,-30.0,-2.0,1.0,-34.0,-15.0,-10.0,-9.0,-12.0,1.0,3.0,5.0,5.0,6.0,1.0,5.0,1.0,4.0,5.0,6.0,5.0,5.0,4.0,0.0,13.0,-25.01186257846871,6.0,4.0,7.0,5.0,0.0,-3.0,-38.751333542407075,0.0,-7.0,-20.0,-26.0,-29.0,-30.0,-29.624865199867834,-24.0,-24.0,-30.0,-42.0,-37.0,-37.0
1336,28101,-29.70110344258597,-39.0,-29.0,-30.0,-38.0,-38.0,-38.0,-0.09712230016800796,-41.0,-41.0,-32.0,-28.0,-38.0,-41.0,-12.327145461015887,-41.0,-44.0,-58.0,-29.0,-3.0,0.0,-9.530589861879475,-28.0,-13.0,-12.0,-9.0,-12.0,-1.0,-18.803034034910503,1.0,5.0,2.0,3.0,-16.0,-18.952905843352273,3.0,0.0,6.0,3.0,4.0,2.0,6.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,-6.0,-1.0,-8.634891991166873,-23.92394310042846,-3.0,-12.0,-20.0,2.1560148620076443
1337,28103,-25.0,3.8120058952728346,-13.284504446657266,0.5068973476397362,-10.897145002568587,-2.5014935805577423,1.657297841129006,-27.0,-10.625945987891212,3.479591429483657,-8.281727252720254,-32.0,-1.1248650294209537,-27.0,-34.0,-10.756878547848503,-1.526118336656899,-32.0,-40.0,-37.0,-36.0,-40.0,0.9558322015746786,-3.133164982587934,-36.0,-38.0,-39.0,-40.0,-41.0,-44.0,-11.85712380079162,-46.0,-34.0,-37.0,-39.0,-7.352039102597092,7.964399961073518,-5.9287999221470375,-12.459542734802486,-11.556628399039868,-14.990285547457937,-18.255656953785664,-12.388342656949526,-18.893199883220557,-24.796114218983174,-32.495142773728965,-32.79611421898317,-32.530742812655454,-32.32685703163862,-28.362457070565107,-31.56634285158193,-40.699028554745794,-38.56634285158193,-39.26537140632772,-41.39805710949159,-40.92879992214704,
1338,28105,-33.96439996107352,-35.60194289050841,-42.0,-40.56634285158193,-43.300971445254206,-45.699028554745794,-45.99028554745794,-31.265371406327723,-21.346285936722747,-17.68285742090344,-35.50485722627103,-27.00971445254206,-31.213600233558882,-19.239485819943305,-8.229771367401243,-2.9643999610735188,-10.213600233558887,-5.9385143746891,-3.7702286325987564,-3.9029143357626186,-7.46925718734455,1.0,1.8673142968361376,7.831714257909657,-41.0,-43.0,-18.892885815168633,2.7346285936722747,0.43365714841806874,1.1682857420903436,8.398057109491587,-43.0,-50.0,-36.0,4.0,,-4.0,2.0,-30.0,-17.641518047995046,-12.0,-14.0,-9.0,-12.0,1.0,4.0,2.0,3.0,2.0,-18.0,2.0,0.0,4.0,3.0,3.0,1.0,5.0
1339,28107,3.0,1.0,5.0,2.0,1.0,1.0,3.0,-1.0,-1.0,3.0,-10.0,-19.0,-25.0,-29.0,-33.0,-25.0,-25.0,-34.0,-40.0,-40.0,-39.0,-41.0,-31.0,-31.0,-42.0,-43.0,-44.0,-46.0,-45.0,-34.0,-35.0,-46.0,-46.0,-47.0,-47.0,-63.0,-33.0,-17.588558647945497,-2.0143590728889644,3.8615728284122057,-30.0,-18.0,-17.0,-15.0,-11.978741863946631,-18.0,-0.054854512904933136,7.257476775756485,1.0,3.0,2.0,-11.175711027048822,-26.0,1.0,1.3653004336168832,7.475009459426751,3.0
1340,28109,4.0,-18.472489294460075,1.0,4.0,-4.0,2.5822817693574,9.902068268428176,1.0,-10.181692656071045,3.0,3.0,4.0,-10.0,1.389000084864672,5.2337771245086975,-10.0,-14.0,-20.0,-23.0,-26.0,-14.0,-19.229455040680016,-26.0,-31.0,-24.0,-25.0,-31.0,-14.0,-25.75688229713248,-31.0,-30.0,-32.0,-34.0,-37.0,-19.0,-30.28430955358495,-37.0,-38.0,-36.0,-38.0,-63.0,-28.0,-4.0,0.0,-38.0,-11.0,-11.0,-7.0,-10.0,0.0,14.0,2.0,4.0,3.0,1.0,1.0,-4.0
1341,28111,9.0,4.0,4.0,1.0,2.0,2.0,1.0,15.0,2.0,4.0,1.0,2.0,-3.0,-4.0,3.0,-15.0,-26.0,-36.0,-36.0,-39.0,-32.0,-27.0,-42.0,-48.0,-47.0,-47.0,-47.0,-37.0,-34.0,-47.0,-46.0,-48.0,-49.0,-49.0,-37.0,-32.0,-47.0,-49.0,-49.0,-50.0,-55.0,-36.0,0.0,6.0,-31.0,-15.0,-16.0,-11.0,-13.0,-1.0,9.0,4.0,3.0,4.0,-17.0,8.0,4.0
1342,28113,12.0,2.0,5.0,3.0,5.0,3.0,4.0,15.0,4.0,4.0,2.0,4.0,-1.0,4.0,7.0,-10.0,-18.0,-25.0,-28.0,-31.0,-18.0,-15.0,-30.0,-38.0,-34.0,-35.0,-36.0,-24.0,-22.0,-38.0,-37.0,-37.0,-41.0,-41.0,-28.0,-28.689224776805002,-27.0,-38.0,-41.0,-42.0,-43.0,-57.0,-26.0,1.0,5.0,-34.0,-13.0,-12.0,-9.0,-13.0,-1.0,8.0,2.0,3.0,3.0,-6.0,4.0
1343,28115,5.0,11.0,1.0,1.0,2.0,4.0,2.0,5.0,7.0,2.0,1.0,1.0,3.0,-2.0,4.0,7.0,-14.0,-23.0,-26.0,-31.0,-34.0,-18.0,-27.0,-37.0,-43.0,-39.0,-39.0,-42.0,-28.0,-27.0,-43.0,-43.0,-42.0,-48.0,-49.0,-33.0,-30.0,-45.0,-47.0,-45.0,-46.0,-68.0,-28.0,-1.0,0.0,-44.0,-17.0,-18.0,-17.0,-17.0,-3.0,9.0,1.0,1.0,-3.0,-12.0,-1.0
